merchant_id,merchant_name,cuisine_type,city
GF-04037,Resto GrabMantap 4036,Beverages,Makassar
GF-04038,Resto GrabMantap 4037,Fast Food,Bekasi
GF-04039,Resto GrabMantap 4038,Ayam Geprek,Surabaya
GF-04040,Resto GrabMantap 4039,Snacks,Bogor
GF-04041,Resto GrabMantap 4040,Fast Food,Makassar
GF-04042,Resto GrabMantap 4041,Seafood,Depok
GF-04043,Resto GrabMantap 4042,Fast Food,Depok
GF-04044,Resto GrabMantap 4043,Ayam Geprek,Bandung
GF-04045,Resto GrabMantap 4044,Fast Food,Makassar
GF-04046,Resto GrabMantap 4045,Ayam Geprek,Bekasi
GF-04047,Resto GrabMantap 4046,Ayam Geprek,Medan
GF-04048,Resto GrabMantap 4047,Martabak,Tangerang
GF-04049,Resto GrabMantap 4048,Seafood,Tangerang
GF-04050,Resto GrabMantap 4049,Seafood,Bekasi
GF-04051,Resto GrabMantap 4050,Fast Food,Bekasi
GF-04052,Resto GrabMantap 4051,Ayam Geprek,Bogor
GF-04053,Resto GrabMantap 4052,Ayam Geprek,Bekasi
GF-04054,Resto GrabMantap 4053,Snacks,Bali
GF-04055,Resto GrabMantap 4054,Martabak,Medan
GF-04056,Resto GrabMantap 4055,Fast Food,Medan
GF-04057,Resto GrabMantap 4056,Seafood,Jakarta
GF-04058,Resto GrabMantap 4057,Martabak,Tangerang
GF-04059,Resto GrabMantap 4058,Martabak,Depok
GF-04060,Resto GrabMantap 4059,Beverages,Bali
GF-04061,Resto GrabMantap 4060,Martabak,Tangerang
GF-04062,Resto GrabMantap 4061,Snacks,Bekasi
GF-04063,Resto GrabMantap 4062,Snacks,Depok
GF-04064,Resto GrabMantap 4063,Snacks,Bali
GF-04065,Resto GrabMantap 4064,Martabak,Medan
GF-04066,Resto GrabMantap 4065,Snacks,Makassar
GF-04067,Resto GrabMantap 4066,Fast Food,Depok
GF-04068,Resto GrabMantap 4067,Martabak,Bogor
GF-04069,Resto GrabMantap 4068,Seafood,Tangerang
GF-04070,Resto GrabMantap 4069,Fast Food,Tangerang
GF-04071,Resto GrabMantap 4070,Snacks,Medan
GF-04072,Resto GrabMantap 4071,Fast Food,Makassar
GF-04073,Resto GrabMantap 4072,Ayam Geprek,Bandung
GF-04074,Resto GrabMantap 4073,Martabak,Bekasi
GF-04075,Resto GrabMantap 4074,Ayam Geprek,Bekasi
GF-04076,Resto GrabMantap 4075,Fast Food,Tangerang
GF-04077,Resto GrabMantap 4076,Beverages,Tangerang
GF-04078,Resto GrabMantap 4077,Beverages,Tangerang
GF-04079,Resto GrabMantap 4078,Snacks,Bogor
GF-04080,Resto GrabMantap 4079,Seafood,Bekasi
GF-04081,Resto GrabMantap 4080,Seafood,Bekasi
GF-04082,Resto GrabMantap 4081,Martabak,Makassar
GF-04083,Resto GrabMantap 4082,Beverages,Makassar
GF-04084,Resto GrabMantap 4083,Seafood,Medan
GF-04085,Resto GrabMantap 4084,Seafood,Depok
GF-04086,Resto GrabMantap 4085,Seafood,Makassar
GF-04087,Resto GrabMantap 4086,Beverages,Bogor
GF-04088,Resto GrabMantap 4087,Beverages,Depok
GF-04089,Resto GrabMantap 4088,Fast Food,Medan
GF-04090,Resto GrabMantap 4089,Martabak,Jakarta
GF-04091,Resto GrabMantap 4090,Fast Food,Tangerang
GF-04092,Resto GrabMantap 4091,Seafood,Bandung
GF-04093,Resto GrabMantap 4092,Snacks,Tangerang
GF-04094,Resto GrabMantap 4093,Martabak,Bogor
GF-04095,Resto GrabMantap 4094,Snacks,Bandung
GF-04096,Resto GrabMantap 4095,Ayam Geprek,Makassar
GF-04097,Resto GrabMantap 4096,Snacks,Bogor
GF-04098,Resto GrabMantap 4097,Seafood,Medan
GF-04099,Resto GrabMantap 4098,Snacks,Tangerang
GF-04100,Resto GrabMantap 4099,Snacks,Bekasi
GF-04101,Resto GrabMantap 4100,Ayam Geprek,Surabaya
GF-04102,Resto GrabMantap 4101,Ayam Geprek,Medan
GF-04103,Resto GrabMantap 4102,Martabak,Bekasi
GF-04104,Resto GrabMantap 4103,Ayam Geprek,Depok
GF-04105,Resto GrabMantap 4104,Snacks,Bogor
GF-04106,Resto GrabMantap 4105,Beverages,Bekasi
GF-04107,Resto GrabMantap 4106,Beverages,Depok
GF-04108,Resto GrabMantap 4107,Ayam Geprek,Jakarta
GF-04109,Resto GrabMantap 4108,Fast Food,Jakarta
GF-04110,Resto GrabMantap 4109,Seafood,Medan
GF-04111,Resto GrabMantap 4110,Beverages,Bali
GF-04112,Resto GrabMantap 4111,Snacks,Surabaya
GF-04113,Resto GrabMantap 4112,Beverages,Jakarta
GF-04114,Resto GrabMantap 4113,Fast Food,Depok
GF-04115,Resto GrabMantap 4114,Fast Food,Tangerang
GF-04116,Resto GrabMantap 4115,Snacks,Medan
GF-04117,Resto GrabMantap 4116,Martabak,Surabaya
GF-04118,Resto GrabMantap 4117,Martabak,Depok
GF-04119,Resto GrabMantap 4118,Ayam Geprek,Surabaya
GF-04120,Resto GrabMantap 4119,Seafood,Depok
GF-04121,Resto GrabMantap 4120,Fast Food,Bali
GF-04122,Resto GrabMantap 4121,Beverages,Surabaya
GF-04123,Resto GrabMantap 4122,Ayam Geprek,Bekasi
GF-04124,Resto GrabMantap 4123,Martabak,Bogor
GF-04125,Resto GrabMantap 4124,Fast Food,Depok
GF-04126,Resto GrabMantap 4125,Martabak,Makassar
GF-04127,Resto GrabMantap 4126,Ayam Geprek,Medan
GF-04128,Resto GrabMantap 4127,Ayam Geprek,Tangerang
GF-04129,Resto GrabMantap 4128,Fast Food,Jakarta
GF-04130,Resto GrabMantap 4129,Beverages,Bogor
GF-04131,Resto GrabMantap 4130,Ayam Geprek,Surabaya
GF-04132,Resto GrabMantap 4131,Beverages,Bekasi
GF-04133,Resto GrabMantap 4132,Snacks,Makassar
GF-04134,Resto GrabMantap 4133,Ayam Geprek,Bali
GF-04135,Resto GrabMantap 4134,Fast Food,Bogor
GF-04136,Resto GrabMantap 4135,Ayam Geprek,Bali
GF-04137,Resto GrabMantap 4136,Ayam Geprek,Bekasi
GF-04138,Resto GrabMantap 4137,Seafood,Bekasi
GF-04139,Resto GrabMantap 4138,Snacks,Medan
GF-04140,Resto GrabMantap 4139,Seafood,Bogor
GF-04141,Resto GrabMantap 4140,Snacks,Depok
GF-04142,Resto GrabMantap 4141,Ayam Geprek,Depok
GF-04143,Resto GrabMantap 4142,Martabak,Depok
GF-04144,Resto GrabMantap 4143,Beverages,Bali
GF-04145,Resto GrabMantap 4144,Beverages,Bekasi
GF-04146,Resto GrabMantap 4145,Beverages,Surabaya
GF-04147,Resto GrabMantap 4146,Snacks,Bandung
GF-04148,Resto GrabMantap 4147,Fast Food,Medan
GF-04149,Resto GrabMantap 4148,Martabak,Bogor
GF-04150,Resto GrabMantap 4149,Martabak,Bandung
GF-04151,Resto GrabMantap 4150,Beverages,Bogor
GF-04152,Resto GrabMantap 4151,Fast Food,Jakarta
GF-04153,Resto GrabMantap 4152,Beverages,Tangerang
GF-04154,Resto GrabMantap 4153,Ayam Geprek,Medan
GF-04155,Resto GrabMantap 4154,Snacks,Surabaya
GF-04156,Resto GrabMantap 4155,Snacks,Tangerang
GF-04157,Resto GrabMantap 4156,Martabak,Bali
GF-04158,Resto GrabMantap 4157,Beverages,Bandung
GF-04159,Resto GrabMantap 4158,Fast Food,Bogor
GF-04160,Resto GrabMantap 4159,Martabak,Depok
GF-04161,Resto GrabMantap 4160,Seafood,Depok
GF-04162,Resto GrabMantap 4161,Beverages,Bali
GF-04163,Resto GrabMantap 4162,Snacks,Bali
GF-04164,Resto GrabMantap 4163,Martabak,Bandung
GF-04165,Resto GrabMantap 4164,Fast Food,Makassar
GF-04166,Resto GrabMantap 4165,Martabak,Depok
GF-04167,Resto GrabMantap 4166,Snacks,Bekasi
GF-04168,Resto GrabMantap 4167,Martabak,Bogor
GF-04169,Resto GrabMantap 4168,Snacks,Tangerang
GF-04170,Resto GrabMantap 4169,Seafood,Surabaya
GF-04171,Resto GrabMantap 4170,Snacks,Makassar
GF-04172,Resto GrabMantap 4171,Seafood,Makassar
GF-04173,Resto GrabMantap 4172,Martabak,Makassar
GF-04174,Resto GrabMantap 4173,Snacks,Medan
GF-04175,Resto GrabMantap 4174,Martabak,Bekasi
GF-04176,Resto GrabMantap 4175,Fast Food,Bekasi
GF-04177,Resto GrabMantap 4176,Beverages,Depok
GF-04178,Resto GrabMantap 4177,Ayam Geprek,Bogor
GF-04179,Resto GrabMantap 4178,Fast Food,Medan
GF-04180,Resto GrabMantap 4179,Ayam Geprek,Jakarta
GF-04181,Resto GrabMantap 4180,Fast Food,Tangerang
GF-04182,Resto GrabMantap 4181,Martabak,Surabaya
GF-04183,Resto GrabMantap 4182,Ayam Geprek,Bogor
GF-04184,Resto GrabMantap 4183,Martabak,Jakarta
GF-04185,Resto GrabMantap 4184,Ayam Geprek,Depok
GF-04186,Resto GrabMantap 4185,Beverages,Makassar
GF-04187,Resto GrabMantap 4186,Fast Food,Medan
GF-04188,Resto GrabMantap 4187,Seafood,Bekasi
GF-04189,Resto GrabMantap 4188,Martabak,Depok
GF-04190,Resto GrabMantap 4189,Ayam Geprek,Depok
GF-04191,Resto GrabMantap 4190,Ayam Geprek,Surabaya
GF-04192,Resto GrabMantap 4191,Beverages,Makassar
GF-04193,Resto GrabMantap 4192,Snacks,Bali
GF-04194,Resto GrabMantap 4193,Martabak,Jakarta
GF-04195,Resto GrabMantap 4194,Seafood,Bekasi
GF-04196,Resto GrabMantap 4195,Seafood,Bekasi
GF-04197,Resto GrabMantap 4196,Snacks,Depok
GF-04198,Resto GrabMantap 4197,Martabak,Bali
GF-04199,Resto GrabMantap 4198,Ayam Geprek,Jakarta
GF-04200,Resto GrabMantap 4199,Seafood,Medan
GF-04201,Resto GrabMantap 4200,Martabak,Makassar
GF-04202,Resto GrabMantap 4201,Ayam Geprek,Bali
GF-04203,Resto GrabMantap 4202,Snacks,Bandung
GF-04204,Resto GrabMantap 4203,Seafood,Jakarta
GF-04205,Resto GrabMantap 4204,Seafood,Bandung
GF-04206,Resto GrabMantap 4205,Fast Food,Bogor
GF-04207,Resto GrabMantap 4206,Ayam Geprek,Bali
GF-04208,Resto GrabMantap 4207,Fast Food,Medan
GF-04209,Resto GrabMantap 4208,Martabak,Depok
GF-04210,Resto GrabMantap 4209,Beverages,Bogor
GF-04211,Resto GrabMantap 4210,Fast Food,Tangerang
GF-04212,Resto GrabMantap 4211,Beverages,Tangerang
GF-04213,Resto GrabMantap 4212,Fast Food,Surabaya
GF-04214,Resto GrabMantap 4213,Fast Food,Bandung
GF-04215,Resto GrabMantap 4214,Martabak,Bekasi
GF-04216,Resto GrabMantap 4215,Beverages,Bekasi
GF-04217,Resto GrabMantap 4216,Ayam Geprek,Surabaya
GF-04218,Resto GrabMantap 4217,Beverages,Bogor
GF-04219,Resto GrabMantap 4218,Beverages,Jakarta
GF-04220,Resto GrabMantap 4219,Beverages,Jakarta
GF-04221,Resto GrabMantap 4220,Ayam Geprek,Medan
GF-04222,Resto GrabMantap 4221,Martabak,Tangerang
GF-04223,Resto GrabMantap 4222,Martabak,Tangerang
GF-04224,Resto GrabMantap 4223,Fast Food,Jakarta
GF-04225,Resto GrabMantap 4224,Fast Food,Tangerang
GF-04226,Resto GrabMantap 4225,Fast Food,Bali
GF-04227,Resto GrabMantap 4226,Ayam Geprek,Jakarta
GF-04228,Resto GrabMantap 4227,Ayam Geprek,Surabaya
GF-04229,Resto GrabMantap 4228,Ayam Geprek,Bandung
GF-04230,Resto GrabMantap 4229,Fast Food,Bekasi
GF-04231,Resto GrabMantap 4230,Beverages,Bali
GF-04232,Resto GrabMantap 4231,Fast Food,Surabaya
GF-04233,Resto GrabMantap 4232,Martabak,Medan
GF-04234,Resto GrabMantap 4233,Snacks,Depok
GF-04235,Resto GrabMantap 4234,Beverages,Bogor
GF-04236,Resto GrabMantap 4235,Seafood,Medan
GF-04237,Resto GrabMantap 4236,Martabak,Surabaya
GF-04238,Resto GrabMantap 4237,Ayam Geprek,Tangerang
GF-04239,Resto GrabMantap 4238,Martabak,Depok
GF-04240,Resto GrabMantap 4239,Ayam Geprek,Bandung
GF-04241,Resto GrabMantap 4240,Martabak,Bandung
GF-04242,Resto GrabMantap 4241,Seafood,Bekasi
GF-04243,Resto GrabMantap 4242,Snacks,Makassar
GF-04244,Resto GrabMantap 4243,Martabak,Bandung
GF-04245,Resto GrabMantap 4244,Fast Food,Bogor
GF-04246,Resto GrabMantap 4245,Martabak,Jakarta
GF-04247,Resto GrabMantap 4246,Ayam Geprek,Tangerang
GF-04248,Resto GrabMantap 4247,Martabak,Medan
GF-04249,Resto GrabMantap 4248,Ayam Geprek,Medan
GF-04250,Resto GrabMantap 4249,Seafood,Tangerang
GF-04251,Resto GrabMantap 4250,Fast Food,Bandung
GF-04252,Resto GrabMantap 4251,Fast Food,Surabaya
GF-04253,Resto GrabMantap 4252,Snacks,Tangerang
GF-04254,Resto GrabMantap 4253,Ayam Geprek,Surabaya
GF-04255,Resto GrabMantap 4254,Martabak,Depok
GF-04256,Resto GrabMantap 4255,Snacks,Jakarta
GF-04257,Resto GrabMantap 4256,Martabak,Bali
GF-04258,Resto GrabMantap 4257,Beverages,Bekasi
GF-04259,Resto GrabMantap 4258,Snacks,Bekasi
GF-04260,Resto GrabMantap 4259,Beverages,Bandung
GF-04261,Resto GrabMantap 4260,Beverages,Bandung
GF-04262,Resto GrabMantap 4261,Martabak,Bandung
GF-04263,Resto GrabMantap 4262,Fast Food,Bali
GF-04264,Resto GrabMantap 4263,Martabak,Surabaya
GF-04265,Resto GrabMantap 4264,Fast Food,Bogor
GF-04266,Resto GrabMantap 4265,Snacks,Jakarta
GF-04267,Resto GrabMantap 4266,Seafood,Depok
GF-04268,Resto GrabMantap 4267,Snacks,Bali
GF-04269,Resto GrabMantap 4268,Fast Food,Depok
GF-04270,Resto GrabMantap 4269,Seafood,Makassar
GF-04271,Resto GrabMantap 4270,Ayam Geprek,Tangerang
GF-04272,Resto GrabMantap 4271,Martabak,Bali
GF-04273,Resto GrabMantap 4272,Beverages,Bandung
GF-04274,Resto GrabMantap 4273,Martabak,Bali
GF-04275,Resto GrabMantap 4274,Ayam Geprek,Bali
GF-04276,Resto GrabMantap 4275,Martabak,Jakarta
GF-04277,Resto GrabMantap 4276,Fast Food,Makassar
GF-04278,Resto GrabMantap 4277,Fast Food,Bogor
GF-04279,Resto GrabMantap 4278,Beverages,Bandung
GF-04280,Resto GrabMantap 4279,Snacks,Tangerang
GF-04281,Resto GrabMantap 4280,Beverages,Bali
GF-04282,Resto GrabMantap 4281,Seafood,Jakarta
GF-04283,Resto GrabMantap 4282,Snacks,Tangerang
GF-04284,Resto GrabMantap 4283,Snacks,Medan
GF-04285,Resto GrabMantap 4284,Martabak,Bali
GF-04286,Resto GrabMantap 4285,Seafood,Jakarta
GF-04287,Resto GrabMantap 4286,Seafood,Medan
GF-04288,Resto GrabMantap 4287,Ayam Geprek,Tangerang
GF-04289,Resto GrabMantap 4288,Ayam Geprek,Bogor
GF-04290,Resto GrabMantap 4289,Beverages,Bali
GF-04291,Resto GrabMantap 4290,Ayam Geprek,Bandung
GF-04292,Resto GrabMantap 4291,Fast Food,Bekasi
GF-04293,Resto GrabMantap 4292,Ayam Geprek,Depok
GF-04294,Resto GrabMantap 4293,Beverages,Tangerang
GF-04295,Resto GrabMantap 4294,Martabak,Depok
GF-04296,Resto GrabMantap 4295,Martabak,Bandung
GF-04297,Resto GrabMantap 4296,Beverages,Bali
GF-04298,Resto GrabMantap 4297,Ayam Geprek,Makassar
GF-04299,Resto GrabMantap 4298,Martabak,Bandung
GF-04300,Resto GrabMantap 4299,Seafood,Bali
GF-04301,Resto GrabMantap 4300,Ayam Geprek,Depok
GF-04302,Resto GrabMantap 4301,Martabak,Bali
GF-04303,Resto GrabMantap 4302,Ayam Geprek,Jakarta
GF-04304,Resto GrabMantap 4303,Ayam Geprek,Bali
GF-04305,Resto GrabMantap 4304,Ayam Geprek,Medan
GF-04306,Resto GrabMantap 4305,Fast Food,Bekasi
GF-04307,Resto GrabMantap 4306,Fast Food,Jakarta
GF-04308,Resto GrabMantap 4307,Ayam Geprek,Makassar
GF-04309,Resto GrabMantap 4308,Ayam Geprek,Jakarta
GF-04310,Resto GrabMantap 4309,Beverages,Medan
GF-04311,Resto GrabMantap 4310,Seafood,Medan
GF-04312,Resto GrabMantap 4311,Beverages,Bekasi
GF-04313,Resto GrabMantap 4312,Snacks,Tangerang
GF-04314,Resto GrabMantap 4313,Snacks,Surabaya
GF-04315,Resto GrabMantap 4314,Fast Food,Medan
GF-04316,Resto GrabMantap 4315,Seafood,Medan
GF-04317,Resto GrabMantap 4316,Beverages,Medan
GF-04318,Resto GrabMantap 4317,Fast Food,Surabaya
GF-04319,Resto GrabMantap 4318,Ayam Geprek,Makassar
GF-04320,Resto GrabMantap 4319,Fast Food,Jakarta
GF-04321,Resto GrabMantap 4320,Beverages,Jakarta
GF-04322,Resto GrabMantap 4321,Snacks,Bali
GF-04323,Resto GrabMantap 4322,Beverages,Bali
GF-04324,Resto GrabMantap 4323,Fast Food,Depok
GF-04325,Resto GrabMantap 4324,Ayam Geprek,Depok
GF-04326,Resto GrabMantap 4325,Ayam Geprek,Depok
GF-04327,Resto GrabMantap 4326,Fast Food,Medan
GF-04328,Resto GrabMantap 4327,Fast Food,Makassar
GF-04329,Resto GrabMantap 4328,Fast Food,Medan
GF-04330,Resto GrabMantap 4329,Martabak,Jakarta
GF-04331,Resto GrabMantap 4330,Martabak,Makassar
GF-04332,Resto GrabMantap 4331,Seafood,Bali
GF-04333,Resto GrabMantap 4332,Martabak,Bandung
GF-04334,Resto GrabMantap 4333,Fast Food,Jakarta
GF-04335,Resto GrabMantap 4334,Fast Food,Depok
GF-04336,Resto GrabMantap 4335,Beverages,Surabaya
GF-04337,Resto GrabMantap 4336,Martabak,Jakarta
GF-04338,Resto GrabMantap 4337,Martabak,Depok
GF-04339,Resto GrabMantap 4338,Fast Food,Makassar
GF-04340,Resto GrabMantap 4339,Beverages,Makassar
GF-04341,Resto GrabMantap 4340,Seafood,Medan
GF-04342,Resto GrabMantap 4341,Fast Food,Surabaya
GF-04343,Resto GrabMantap 4342,Martabak,Tangerang
GF-04344,Resto GrabMantap 4343,Ayam Geprek,Bogor
GF-04345,Resto GrabMantap 4344,Seafood,Makassar
GF-04346,Resto GrabMantap 4345,Ayam Geprek,Bekasi
GF-04347,Resto GrabMantap 4346,Beverages,Depok
GF-04348,Resto GrabMantap 4347,Ayam Geprek,Tangerang
GF-04349,Resto GrabMantap 4348,Seafood,Bekasi
GF-04350,Resto GrabMantap 4349,Beverages,Bogor
GF-04351,Resto GrabMantap 4350,Fast Food,Bali
GF-04352,Resto GrabMantap 4351,Fast Food,Bekasi
GF-04353,Resto GrabMantap 4352,Beverages,Surabaya
GF-04354,Resto GrabMantap 4353,Fast Food,Medan
GF-04355,Resto GrabMantap 4354,Beverages,Tangerang
GF-04356,Resto GrabMantap 4355,Martabak,Medan
GF-04357,Resto GrabMantap 4356,Martabak,Bandung
GF-04358,Resto GrabMantap 4357,Seafood,Tangerang
GF-04359,Resto GrabMantap 4358,Fast Food,Depok
GF-04360,Resto GrabMantap 4359,Seafood,Tangerang
GF-04361,Resto GrabMantap 4360,Seafood,Bogor
GF-04362,Resto GrabMantap 4361,Seafood,Bandung
GF-04363,Resto GrabMantap 4362,Seafood,Bandung
GF-04364,Resto GrabMantap 4363,Seafood,Bali
GF-04365,Resto GrabMantap 4364,Ayam Geprek,Bandung
GF-04366,Resto GrabMantap 4365,Martabak,Bandung
GF-04367,Resto GrabMantap 4366,Martabak,Bali
GF-04368,Resto GrabMantap 4367,Martabak,Surabaya
GF-04369,Resto GrabMantap 4368,Martabak,Depok
GF-04370,Resto GrabMantap 4369,Seafood,Makassar
GF-04371,Resto GrabMantap 4370,Fast Food,Tangerang
GF-04372,Resto GrabMantap 4371,Ayam Geprek,Bogor
GF-04373,Resto GrabMantap 4372,Seafood,Bali
GF-04374,Resto GrabMantap 4373,Beverages,Medan
GF-04375,Resto GrabMantap 4374,Seafood,Jakarta
GF-04376,Resto GrabMantap 4375,Beverages,Tangerang
GF-04377,Resto GrabMantap 4376,Snacks,Jakarta
GF-04378,Resto GrabMantap 4377,Snacks,Jakarta
GF-04379,Resto GrabMantap 4378,Fast Food,Bali
GF-04380,Resto GrabMantap 4379,Snacks,Jakarta
GF-04381,Resto GrabMantap 4380,Snacks,Makassar
GF-04382,Resto GrabMantap 4381,Fast Food,Bali
GF-04383,Resto GrabMantap 4382,Snacks,Medan
GF-04384,Resto GrabMantap 4383,Ayam Geprek,Depok
GF-04385,Resto GrabMantap 4384,Beverages,Depok
GF-04386,Resto GrabMantap 4385,Beverages,Makassar
GF-04387,Resto GrabMantap 4386,Fast Food,Surabaya
GF-04388,Resto GrabMantap 4387,Beverages,Bekasi
GF-04389,Resto GrabMantap 4388,Fast Food,Bandung
GF-04390,Resto GrabMantap 4389,Beverages,Makassar
GF-04391,Resto GrabMantap 4390,Beverages,Bandung
GF-04392,Resto GrabMantap 4391,Seafood,Makassar
GF-04393,Resto GrabMantap 4392,Ayam Geprek,Bandung
GF-04394,Resto GrabMantap 4393,Ayam Geprek,Bogor
GF-04395,Resto GrabMantap 4394,Martabak,Bogor
GF-04396,Resto GrabMantap 4395,Seafood,Jakarta
GF-04397,Resto GrabMantap 4396,Fast Food,Jakarta
GF-04398,Resto GrabMantap 4397,Snacks,Bogor
GF-04399,Resto GrabMantap 4398,Snacks,Bogor
GF-04400,Resto GrabMantap 4399,Seafood,Bali
GF-04401,Resto GrabMantap 4400,Fast Food,Medan
GF-04402,Resto GrabMantap 4401,Fast Food,Bandung
GF-04403,Resto GrabMantap 4402,Seafood,Medan
GF-04404,Resto GrabMantap 4403,Martabak,Bekasi
GF-04405,Resto GrabMantap 4404,Snacks,Surabaya
GF-04406,Resto GrabMantap 4405,Fast Food,Medan
GF-04407,Resto GrabMantap 4406,Fast Food,Bali
GF-04408,Resto GrabMantap 4407,Martabak,Bandung
GF-04409,Resto GrabMantap 4408,Snacks,Tangerang
GF-04410,Resto GrabMantap 4409,Beverages,Bandung
GF-04411,Resto GrabMantap 4410,Seafood,Bali
GF-04412,Resto GrabMantap 4411,Snacks,Bekasi
GF-04413,Resto GrabMantap 4412,Martabak,Surabaya
GF-04414,Resto GrabMantap 4413,Beverages,Bogor
GF-04415,Resto GrabMantap 4414,Ayam Geprek,Jakarta
GF-04416,Resto GrabMantap 4415,Snacks,Jakarta
GF-04417,Resto GrabMantap 4416,Seafood,Bandung
GF-04418,Resto GrabMantap 4417,Fast Food,Bekasi
GF-04419,Resto GrabMantap 4418,Martabak,Surabaya
GF-04420,Resto GrabMantap 4419,Fast Food,Depok
GF-04421,Resto GrabMantap 4420,Ayam Geprek,Bandung
GF-04422,Resto GrabMantap 4421,Ayam Geprek,Makassar
GF-04423,Resto GrabMantap 4422,Seafood,Bandung
GF-04424,Resto GrabMantap 4423,Snacks,Tangerang
GF-04425,Resto GrabMantap 4424,Fast Food,Bali
GF-04426,Resto GrabMantap 4425,Beverages,Depok
GF-04427,Resto GrabMantap 4426,Seafood,Jakarta
GF-04428,Resto GrabMantap 4427,Snacks,Makassar
GF-04429,Resto GrabMantap 4428,Beverages,Bali
GF-04430,Resto GrabMantap 4429,Martabak,Bogor
GF-04431,Resto GrabMantap 4430,Fast Food,Tangerang
GF-04432,Resto GrabMantap 4431,Beverages,Depok
GF-04433,Resto GrabMantap 4432,Seafood,Bekasi
GF-04434,Resto GrabMantap 4433,Fast Food,Bali
GF-04435,Resto GrabMantap 4434,Beverages,Medan
GF-04436,Resto GrabMantap 4435,Ayam Geprek,Makassar
GF-04437,Resto GrabMantap 4436,Beverages,Depok
GF-04438,Resto GrabMantap 4437,Fast Food,Depok
GF-04439,Resto GrabMantap 4438,Snacks,Medan
GF-04440,Resto GrabMantap 4439,Martabak,Surabaya
GF-04441,Resto GrabMantap 4440,Seafood,Makassar
GF-04442,Resto GrabMantap 4441,Seafood,Jakarta
GF-04443,Resto GrabMantap 4442,Seafood,Jakarta
GF-04444,Resto GrabMantap 4443,Seafood,Makassar
GF-04445,Resto GrabMantap 4444,Snacks,Bogor
GF-04446,Resto GrabMantap 4445,Martabak,Bekasi
GF-04447,Resto GrabMantap 4446,Ayam Geprek,Medan
GF-04448,Resto GrabMantap 4447,Beverages,Bogor
GF-04449,Resto GrabMantap 4448,Snacks,Bogor
GF-04450,Resto GrabMantap 4449,Ayam Geprek,Bandung
GF-04451,Resto GrabMantap 4450,Snacks,Makassar
GF-04452,Resto GrabMantap 4451,Fast Food,Depok
GF-04453,Resto GrabMantap 4452,Ayam Geprek,Depok
GF-04454,Resto GrabMantap 4453,Martabak,Bogor
GF-04455,Resto GrabMantap 4454,Ayam Geprek,Surabaya
GF-04456,Resto GrabMantap 4455,Seafood,Medan
GF-04457,Resto GrabMantap 4456,Martabak,Bekasi
GF-04458,Resto GrabMantap 4457,Ayam Geprek,Tangerang
GF-04459,Resto GrabMantap 4458,Fast Food,Medan
GF-04460,Resto GrabMantap 4459,Beverages,Tangerang
GF-04461,Resto GrabMantap 4460,Seafood,Surabaya
GF-04462,Resto GrabMantap 4461,Ayam Geprek,Bekasi
GF-04463,Resto GrabMantap 4462,Fast Food,Medan
GF-04464,Resto GrabMantap 4463,Snacks,Jakarta
GF-04465,Resto GrabMantap 4464,Seafood,Bogor
GF-04466,Resto GrabMantap 4465,Fast Food,Tangerang
GF-04467,Resto GrabMantap 4466,Ayam Geprek,Bekasi
GF-04468,Resto GrabMantap 4467,Snacks,Depok
GF-04469,Resto GrabMantap 4468,Martabak,Bekasi
GF-04470,Resto GrabMantap 4469,Seafood,Medan
GF-04471,Resto GrabMantap 4470,Ayam Geprek,Medan
GF-04472,Resto GrabMantap 4471,Martabak,Bali
GF-04473,Resto GrabMantap 4472,Ayam Geprek,Jakarta
GF-04474,Resto GrabMantap 4473,Beverages,Bekasi
GF-04475,Resto GrabMantap 4474,Martabak,Depok
GF-04476,Resto GrabMantap 4475,Fast Food,Jakarta
GF-04477,Resto GrabMantap 4476,Seafood,Bogor
GF-04478,Resto GrabMantap 4477,Ayam Geprek,Surabaya
GF-04479,Resto GrabMantap 4478,Fast Food,Makassar
GF-04480,Resto GrabMantap 4479,Martabak,Medan
GF-04481,Resto GrabMantap 4480,Fast Food,Jakarta
GF-04482,Resto GrabMantap 4481,Martabak,Bogor
GF-04483,Resto GrabMantap 4482,Seafood,Bekasi
GF-04484,Resto GrabMantap 4483,Seafood,Medan
GF-04485,Resto GrabMantap 4484,Snacks,Bali
GF-04486,Resto GrabMantap 4485,Beverages,Tangerang
GF-04487,Resto GrabMantap 4486,Beverages,Tangerang
GF-04488,Resto GrabMantap 4487,Martabak,Depok
GF-04489,Resto GrabMantap 4488,Snacks,Tangerang
GF-04490,Resto GrabMantap 4489,Ayam Geprek,Depok
GF-04491,Resto GrabMantap 4490,Beverages,Depok
GF-04492,Resto GrabMantap 4491,Seafood,Surabaya
GF-04493,Resto GrabMantap 4492,Ayam Geprek,Jakarta
GF-04494,Resto GrabMantap 4493,Martabak,Surabaya
GF-04495,Resto GrabMantap 4494,Snacks,Bali
GF-04496,Resto GrabMantap 4495,Snacks,Medan
GF-04497,Resto GrabMantap 4496,Fast Food,Bekasi
GF-04498,Resto GrabMantap 4497,Seafood,Makassar
GF-04499,Resto GrabMantap 4498,Snacks,Bekasi
GF-04500,Resto GrabMantap 4499,Seafood,Bogor
GF-04501,Resto GrabMantap 4500,Snacks,Bekasi
GF-04502,Resto GrabMantap 4501,Beverages,Bogor
