,merchant_id,merchant_name,cuisine_type,city
3431,GF-03432,Resto GrabMantap 3431,Beverages,Bogor
3432,GF-03433,Resto GrabMantap 3432,Fast Food,Bandung
3433,GF-03434,Resto GrabMantap 3433,Ayam Geprek,Medan
3434,GF-03435,Resto GrabMantap 3434,Fast Food,Bekasi
3435,GF-03436,Resto GrabMantap 3435,Seafood,Tangerang
3436,GF-03437,Resto GrabMantap 3436,Fast Food,Jakarta
3437,GF-03438,Resto GrabMantap 3437,Snacks,Bandung
3438,GF-03439,Resto GrabMantap 3438,Fast Food,Jakarta
3439,GF-03440,Resto GrabMantap 3439,Fast Food,Surabaya
3440,GF-03441,Resto GrabMantap 3440,Fast Food,Bogor
3441,GF-03442,Resto GrabMantap 3441,Fast Food,Surabaya
3442,GF-03443,Resto GrabMantap 3442,Beverages,Bandung
3443,GF-03444,Resto GrabMantap 3443,Martabak,Bandung
3444,GF-03445,Resto GrabMantap 3444,Seafood,Bandung
3445,GF-03446,Resto GrabMantap 3445,Beverages,Jakarta
3446,GF-03447,Resto GrabMantap 3446,Snacks,Surabaya
3447,GF-03448,Resto GrabMantap 3447,Fast Food,Bogor
3448,GF-03449,Resto GrabMantap 3448,Beverages,Bogor
3449,GF-03450,Resto GrabMantap 3449,Snacks,Depok
3450,GF-03451,Resto GrabMantap 3450,Snacks,Bekasi
3451,GF-03452,Resto GrabMantap 3451,Martabak,Medan
3452,GF-03453,Resto GrabMantap 3452,Snacks,Bogor
3453,GF-03454,Resto GrabMantap 3453,Martabak,Jakarta
3454,GF-03455,Resto GrabMantap 3454,Beverages,Bandung
3455,GF-03456,Resto GrabMantap 3455,Seafood,Bali
3456,GF-03457,Resto GrabMantap 3456,Ayam Geprek,Bekasi
3457,GF-03458,Resto GrabMantap 3457,Seafood,Surabaya
3458,GF-03459,Resto GrabMantap 3458,Snacks,Makassar
3459,GF-03460,Resto GrabMantap 3459,Snacks,Jakarta
3460,GF-03461,Resto GrabMantap 3460,Seafood,Bekasi
3461,GF-03462,Resto GrabMantap 3461,Seafood,Bandung
3462,GF-03463,Resto GrabMantap 3462,Fast Food,Depok
3463,GF-03464,Resto GrabMantap 3463,Beverages,Surabaya
3464,GF-03465,Resto GrabMantap 3464,Martabak,Bogor
3465,GF-03466,Resto GrabMantap 3465,Seafood,Makassar
3466,GF-03467,Resto GrabMantap 3466,Ayam Geprek,Bekasi
3467,GF-03468,Resto GrabMantap 3467,Martabak,Medan
3468,GF-03469,Resto GrabMantap 3468,Martabak,Makassar
3469,GF-03470,Resto GrabMantap 3469,Fast Food,Jakarta
3470,GF-03471,Resto GrabMantap 3470,Martabak,Depok
3471,GF-03472,Resto GrabMantap 3471,Snacks,Tangerang
3472,GF-03473,Resto GrabMantap 3472,Martabak,Tangerang
3473,GF-03474,Resto GrabMantap 3473,Martabak,Depok
3474,GF-03475,Resto GrabMantap 3474,Seafood,Depok
3475,GF-03476,Resto GrabMantap 3475,Ayam Geprek,Surabaya
3476,GF-03477,Resto GrabMantap 3476,Seafood,Bandung
3477,GF-03478,Resto GrabMantap 3477,Martabak,Jakarta
3478,GF-03479,Resto GrabMantap 3478,Beverages,Bogor
3479,GF-03480,Resto GrabMantap 3479,Fast Food,Surabaya
3480,GF-03481,Resto GrabMantap 3480,Fast Food,Depok
3481,GF-03482,Resto GrabMantap 3481,Seafood,Makassar
3482,GF-03483,Resto GrabMantap 3482,Beverages,Bali
3483,GF-03484,Resto GrabMantap 3483,Snacks,Makassar
3484,GF-03485,Resto GrabMantap 3484,Seafood,Bekasi
3485,GF-03486,Resto GrabMantap 3485,Snacks,Depok
3486,GF-03487,Resto GrabMantap 3486,Martabak,Surabaya
3487,GF-03488,Resto GrabMantap 3487,Martabak,Bogor
3488,GF-03489,Resto GrabMantap 3488,Snacks,Bekasi
3489,GF-03490,Resto GrabMantap 3489,Ayam Geprek,Bali
3490,GF-03491,Resto GrabMantap 3490,Seafood,Bekasi
3491,GF-03492,Resto GrabMantap 3491,Martabak,Bandung
3492,GF-03493,Resto GrabMantap 3492,Ayam Geprek,Bekasi
3493,GF-03494,Resto GrabMantap 3493,Martabak,Makassar
3494,GF-03495,Resto GrabMantap 3494,Martabak,Jakarta
3495,GF-03496,Resto GrabMantap 3495,Fast Food,Bali
3496,GF-03497,Resto GrabMantap 3496,Ayam Geprek,Bandung
3497,GF-03498,Resto GrabMantap 3497,Martabak,Medan
3498,GF-03499,Resto GrabMantap 3498,Beverages,Tangerang
3499,GF-03500,Resto GrabMantap 3499,Seafood,Bekasi
3500,GF-03501,Resto GrabMantap 3500,Beverages,Jakarta
3501,GF-03502,Resto GrabMantap 3501,Seafood,Bali
3502,GF-03503,Resto GrabMantap 3502,Fast Food,Bandung
3503,GF-03504,Resto GrabMantap 3503,Beverages,Jakarta
3504,GF-03505,Resto GrabMantap 3504,Fast Food,Tangerang
3505,GF-03506,Resto GrabMantap 3505,Snacks,Jakarta
3506,GF-03507,Resto GrabMantap 3506,Martabak,Bekasi
3507,GF-03508,Resto GrabMantap 3507,Seafood,Bandung
3508,GF-03509,Resto GrabMantap 3508,Ayam Geprek,Surabaya
3509,GF-03510,Resto GrabMantap 3509,Martabak,Tangerang
3510,GF-03511,Resto GrabMantap 3510,Ayam Geprek,Makassar
3511,GF-03512,Resto GrabMantap 3511,Beverages,Medan
3512,GF-03513,Resto GrabMantap 3512,Seafood,Bali
3513,GF-03514,Resto GrabMantap 3513,Beverages,Tangerang
3514,GF-03515,Resto GrabMantap 3514,Seafood,Surabaya
3515,GF-03516,Resto GrabMantap 3515,Snacks,Bali
3516,GF-03517,Resto GrabMantap 3516,Ayam Geprek,Surabaya
3517,GF-03518,Resto GrabMantap 3517,Fast Food,Jakarta
3518,GF-03519,Resto GrabMantap 3518,Fast Food,Surabaya
3519,GF-03520,Resto GrabMantap 3519,Martabak,Bali
3520,GF-03521,Resto GrabMantap 3520,Snacks,Bogor
3521,GF-03522,Resto GrabMantap 3521,Ayam Geprek,Bekasi
3522,GF-03523,Resto GrabMantap 3522,Snacks,Bandung
3523,GF-03524,Resto GrabMantap 3523,Martabak,Bekasi
3524,GF-03525,Resto GrabMantap 3524,Ayam Geprek,Bandung
3525,GF-03526,Resto GrabMantap 3525,Beverages,Bogor
3526,GF-03527,Resto GrabMantap 3526,Snacks,Tangerang
3527,GF-03528,Resto GrabMantap 3527,Beverages,Bekasi
3528,GF-03529,Resto GrabMantap 3528,Snacks,Depok
3529,GF-03530,Resto GrabMantap 3529,Ayam Geprek,Depok
3530,GF-03531,Resto GrabMantap 3530,Beverages,Makassar
3531,GF-03532,Resto GrabMantap 3531,Martabak,Medan
3532,GF-03533,Resto GrabMantap 3532,Seafood,Bandung
3533,GF-03534,Resto GrabMantap 3533,Ayam Geprek,Surabaya
3534,GF-03535,Resto GrabMantap 3534,Martabak,Makassar
3535,GF-03536,Resto GrabMantap 3535,Martabak,Makassar
3536,GF-03537,Resto GrabMantap 3536,Beverages,Depok
3537,GF-03538,Resto GrabMantap 3537,Martabak,Bandung
3538,GF-03539,Resto GrabMantap 3538,Snacks,Depok
3539,GF-03540,Resto GrabMantap 3539,Martabak,Medan
3540,GF-03541,Resto GrabMantap 3540,Seafood,Jakarta
3541,GF-03542,Resto GrabMantap 3541,Seafood,Jakarta
3542,GF-03543,Resto GrabMantap 3542,Snacks,Medan
3543,GF-03544,Resto GrabMantap 3543,Fast Food,Bandung
3544,GF-03545,Resto GrabMantap 3544,Martabak,Surabaya
3545,GF-03546,Resto GrabMantap 3545,Ayam Geprek,Surabaya
3546,GF-03547,Resto GrabMantap 3546,Snacks,Surabaya
3547,GF-03548,Resto GrabMantap 3547,Martabak,Jakarta
3548,GF-03549,Resto GrabMantap 3548,Martabak,Surabaya
3549,GF-03550,Resto GrabMantap 3549,Fast Food,Bali
3550,GF-03551,Resto GrabMantap 3550,Ayam Geprek,Surabaya
3551,GF-03552,Resto GrabMantap 3551,Ayam Geprek,Bogor
3552,GF-03553,Resto GrabMantap 3552,Beverages,Bandung
3553,GF-03554,Resto GrabMantap 3553,Fast Food,Bekasi
3554,GF-03555,Resto GrabMantap 3554,Fast Food,Bandung
3555,GF-03556,Resto GrabMantap 3555,Ayam Geprek,Bali
3556,GF-03557,Resto GrabMantap 3556,Martabak,Bogor
3557,GF-03558,Resto GrabMantap 3557,Martabak,Depok
3558,GF-03559,Resto GrabMantap 3558,Ayam Geprek,Bogor
3559,GF-03560,Resto GrabMantap 3559,Beverages,Jakarta
3560,GF-03561,Resto GrabMantap 3560,Ayam Geprek,Depok
3561,GF-03562,Resto GrabMantap 3561,Seafood,Bogor
3562,GF-03563,Resto GrabMantap 3562,Martabak,Makassar
3563,GF-03564,Resto GrabMantap 3563,Beverages,Bandung
3564,GF-03565,Resto GrabMantap 3564,Beverages,Depok
3565,GF-03566,Resto GrabMantap 3565,Snacks,Surabaya
3566,GF-03567,Resto GrabMantap 3566,Ayam Geprek,Bogor
3567,GF-03568,Resto GrabMantap 3567,Martabak,Medan
3568,GF-03569,Resto GrabMantap 3568,Beverages,Surabaya
3569,GF-03570,Resto GrabMantap 3569,Fast Food,Jakarta
3570,GF-03571,Resto GrabMantap 3570,Ayam Geprek,Bali
3571,GF-03572,Resto GrabMantap 3571,Martabak,Bali
3572,GF-03573,Resto GrabMantap 3572,Fast Food,Bali
3573,GF-03574,Resto GrabMantap 3573,Seafood,Bogor
3574,GF-03575,Resto GrabMantap 3574,Snacks,Bandung
3575,GF-03576,Resto GrabMantap 3575,Beverages,Surabaya
3576,GF-03577,Resto GrabMantap 3576,Seafood,Bekasi
3577,GF-03578,Resto GrabMantap 3577,Martabak,Tangerang
3578,GF-03579,Resto GrabMantap 3578,Fast Food,Jakarta
3579,GF-03580,Resto GrabMantap 3579,Snacks,Jakarta
3580,GF-03581,Resto GrabMantap 3580,Ayam Geprek,Bekasi
3581,GF-03582,Resto GrabMantap 3581,Snacks,Makassar
3582,GF-03583,Resto GrabMantap 3582,Fast Food,Surabaya
3583,GF-03584,Resto GrabMantap 3583,Beverages,Medan
3584,GF-03585,Resto GrabMantap 3584,Ayam Geprek,Bogor
3585,GF-03586,Resto GrabMantap 3585,Fast Food,Jakarta
3586,GF-03587,Resto GrabMantap 3586,Snacks,Makassar
3587,GF-03588,Resto GrabMantap 3587,Fast Food,Bekasi
3588,GF-03589,Resto GrabMantap 3588,Beverages,Depok
3589,GF-03590,Resto GrabMantap 3589,Ayam Geprek,Bandung
3590,GF-03591,Resto GrabMantap 3590,Martabak,Makassar
3591,GF-03592,Resto GrabMantap 3591,Fast Food,Medan
3592,GF-03593,Resto GrabMantap 3592,Fast Food,Surabaya
3593,GF-03594,Resto GrabMantap 3593,Seafood,Bali
3594,GF-03595,Resto GrabMantap 3594,Seafood,Surabaya
3595,GF-03596,Resto GrabMantap 3595,Beverages,Bandung
3596,GF-03597,Resto GrabMantap 3596,Ayam Geprek,Depok
3597,GF-03598,Resto GrabMantap 3597,Beverages,Bali
3598,GF-03599,Resto GrabMantap 3598,Ayam Geprek,Bandung
3599,GF-03600,Resto GrabMantap 3599,Snacks,Bogor
3600,GF-03601,Resto GrabMantap 3600,Beverages,Tangerang
3601,GF-03602,Resto GrabMantap 3601,Martabak,Bekasi
3602,GF-03603,Resto GrabMantap 3602,Snacks,Bali
3603,GF-03604,Resto GrabMantap 3603,Ayam Geprek,Bandung
3604,GF-03605,Resto GrabMantap 3604,Snacks,Makassar
3605,GF-03606,Resto GrabMantap 3605,Martabak,Medan
3606,GF-03607,Resto GrabMantap 3606,Beverages,Surabaya
3607,GF-03608,Resto GrabMantap 3607,Martabak,Tangerang
3608,GF-03609,Resto GrabMantap 3608,Beverages,Depok
3609,GF-03610,Resto GrabMantap 3609,Seafood,Bali
3610,GF-03611,Resto GrabMantap 3610,Seafood,Bandung
3611,GF-03612,Resto GrabMantap 3611,Fast Food,Jakarta
3612,GF-03613,Resto GrabMantap 3612,Seafood,Jakarta
3613,GF-03614,Resto GrabMantap 3613,Fast Food,Tangerang
3614,GF-03615,Resto GrabMantap 3614,Fast Food,Bogor
3615,GF-03616,Resto GrabMantap 3615,Ayam Geprek,Makassar
3616,GF-03617,Resto GrabMantap 3616,Martabak,Depok
3617,GF-03618,Resto GrabMantap 3617,Seafood,Jakarta
3618,GF-03619,Resto GrabMantap 3618,Seafood,Medan
3619,GF-03620,Resto GrabMantap 3619,Seafood,Jakarta
3620,GF-03621,Resto GrabMantap 3620,Ayam Geprek,Bandung
3621,GF-03622,Resto GrabMantap 3621,Martabak,Bandung
3622,GF-03623,Resto GrabMantap 3622,Snacks,Bali
3623,GF-03624,Resto GrabMantap 3623,Martabak,Bandung
3624,GF-03625,Resto GrabMantap 3624,Seafood,Surabaya
3625,GF-03626,Resto GrabMantap 3625,Fast Food,Makassar
3626,GF-03627,Resto GrabMantap 3626,Seafood,Makassar
3627,GF-03628,Resto GrabMantap 3627,Beverages,Bogor
3628,GF-03629,Resto GrabMantap 3628,Beverages,Bali
3629,GF-03630,Resto GrabMantap 3629,Fast Food,Makassar
3630,GF-03631,Resto GrabMantap 3630,Beverages,Jakarta
3631,GF-03632,Resto GrabMantap 3631,Beverages,Bandung
3632,GF-03633,Resto GrabMantap 3632,Seafood,Surabaya
3633,GF-03634,Resto GrabMantap 3633,Fast Food,Medan
3634,GF-03635,Resto GrabMantap 3634,Seafood,Depok
3635,GF-03636,Resto GrabMantap 3635,Ayam Geprek,Surabaya
3636,GF-03637,Resto GrabMantap 3636,Fast Food,Makassar
3637,GF-03638,Resto GrabMantap 3637,Ayam Geprek,Tangerang
3638,GF-03639,Resto GrabMantap 3638,Ayam Geprek,Tangerang
3639,GF-03640,Resto GrabMantap 3639,Fast Food,Jakarta
3640,GF-03641,Resto GrabMantap 3640,Ayam Geprek,Bogor
3641,GF-03642,Resto GrabMantap 3641,Fast Food,Bekasi
3642,GF-03643,Resto GrabMantap 3642,Snacks,Depok
3643,GF-03644,Resto GrabMantap 3643,Ayam Geprek,Tangerang
3644,GF-03645,Resto GrabMantap 3644,Martabak,Bandung
3645,GF-03646,Resto GrabMantap 3645,Snacks,Jakarta
3646,GF-03647,Resto GrabMantap 3646,Martabak,Bali
3647,GF-03648,Resto GrabMantap 3647,Seafood,Medan
3648,GF-03649,Resto GrabMantap 3648,Fast Food,Tangerang
3649,GF-03650,Resto GrabMantap 3649,Martabak,Bali
3650,GF-03651,Resto GrabMantap 3650,Seafood,Bekasi
3651,GF-03652,Resto GrabMantap 3651,Snacks,Depok
3652,GF-03653,Resto GrabMantap 3652,Ayam Geprek,Jakarta
3653,GF-03654,Resto GrabMantap 3653,Ayam Geprek,Jakarta
3654,GF-03655,Resto GrabMantap 3654,Seafood,Makassar
3655,GF-03656,Resto GrabMantap 3655,Ayam Geprek,Medan
3656,GF-03657,Resto GrabMantap 3656,Seafood,Bogor
3657,GF-03658,Resto GrabMantap 3657,Beverages,Bekasi
3658,GF-03659,Resto GrabMantap 3658,Martabak,Depok
3659,GF-03660,Resto GrabMantap 3659,Snacks,Depok
3660,GF-03661,Resto GrabMantap 3660,Seafood,Depok
3661,GF-03662,Resto GrabMantap 3661,Snacks,Depok
3662,GF-03663,Resto GrabMantap 3662,Beverages,Bali
3663,GF-03664,Resto GrabMantap 3663,Fast Food,Depok
3664,GF-03665,Resto GrabMantap 3664,Fast Food,Surabaya
3665,GF-03666,Resto GrabMantap 3665,Snacks,Medan
3666,GF-03667,Resto GrabMantap 3666,Ayam Geprek,Makassar
3667,GF-03668,Resto GrabMantap 3667,Ayam Geprek,Makassar
3668,GF-03669,Resto GrabMantap 3668,Martabak,Jakarta
3669,GF-03670,Resto GrabMantap 3669,Martabak,Bekasi
3670,GF-03671,Resto GrabMantap 3670,Ayam Geprek,Bekasi
3671,GF-03672,Resto GrabMantap 3671,Fast Food,Bekasi
3672,GF-03673,Resto GrabMantap 3672,Fast Food,Jakarta
3673,GF-03674,Resto GrabMantap 3673,Fast Food,Makassar
3674,GF-03675,Resto GrabMantap 3674,Ayam Geprek,Makassar
3675,GF-03676,Resto GrabMantap 3675,Fast Food,Medan
3676,GF-03677,Resto GrabMantap 3676,Snacks,Bandung
3677,GF-03678,Resto GrabMantap 3677,Beverages,Bali
3678,GF-03679,Resto GrabMantap 3678,Snacks,Bekasi
3679,GF-03680,Resto GrabMantap 3679,Ayam Geprek,Surabaya
3680,GF-03681,Resto GrabMantap 3680,Beverages,Bali
3681,GF-03682,Resto GrabMantap 3681,Snacks,Tangerang
3682,GF-03683,Resto GrabMantap 3682,Martabak,Depok
3683,GF-03684,Resto GrabMantap 3683,Beverages,Bekasi
3684,GF-03685,Resto GrabMantap 3684,Beverages,Jakarta
3685,GF-03686,Resto GrabMantap 3685,Fast Food,Bogor
3686,GF-03687,Resto GrabMantap 3686,Fast Food,Jakarta
3687,GF-03688,Resto GrabMantap 3687,Ayam Geprek,Bandung
3688,GF-03689,Resto GrabMantap 3688,Fast Food,Bali
3689,GF-03690,Resto GrabMantap 3689,Fast Food,Medan
3690,GF-03691,Resto GrabMantap 3690,Fast Food,Surabaya
3691,GF-03692,Resto GrabMantap 3691,Beverages,Medan
3692,GF-03693,Resto GrabMantap 3692,Martabak,Bekasi
3693,GF-03694,Resto GrabMantap 3693,Seafood,Bali
3694,GF-03695,Resto GrabMantap 3694,Snacks,Makassar
3695,GF-03696,Resto GrabMantap 3695,Seafood,Depok
3696,GF-03697,Resto GrabMantap 3696,Martabak,Jakarta
3697,GF-03698,Resto GrabMantap 3697,Martabak,Depok
3698,GF-03699,Resto GrabMantap 3698,Ayam Geprek,Tangerang
3699,GF-03700,Resto GrabMantap 3699,Fast Food,Bali
3700,GF-03701,Resto GrabMantap 3700,Seafood,Tangerang
3701,GF-03702,Resto GrabMantap 3701,Seafood,Depok
3702,GF-03703,Resto GrabMantap 3702,Ayam Geprek,Depok
3703,GF-03704,Resto GrabMantap 3703,Fast Food,Jakarta
3704,GF-03705,Resto GrabMantap 3704,Beverages,Bandung
3705,GF-03706,Resto GrabMantap 3705,Beverages,Jakarta
3706,GF-03707,Resto GrabMantap 3706,Ayam Geprek,Bandung
3707,GF-03708,Resto GrabMantap 3707,Ayam Geprek,Bogor
3708,GF-03709,Resto GrabMantap 3708,Beverages,Jakarta
3709,GF-03710,Resto GrabMantap 3709,Martabak,Bali
3710,GF-03711,Resto GrabMantap 3710,Fast Food,Tangerang
3711,GF-03712,Resto GrabMantap 3711,Beverages,Surabaya
3712,GF-03713,Resto GrabMantap 3712,Seafood,Makassar
3713,GF-03714,Resto GrabMantap 3713,Beverages,Bekasi
3714,GF-03715,Resto GrabMantap 3714,Ayam Geprek,Bandung
3715,GF-03716,Resto GrabMantap 3715,Seafood,Bekasi
3716,GF-03717,Resto GrabMantap 3716,Fast Food,Makassar
3717,GF-03718,Resto GrabMantap 3717,Beverages,Bekasi
3718,GF-03719,Resto GrabMantap 3718,Beverages,Depok
3719,GF-03720,Resto GrabMantap 3719,Snacks,Bogor
3720,GF-03721,Resto GrabMantap 3720,Seafood,Bogor
3721,GF-03722,Resto GrabMantap 3721,Ayam Geprek,Jakarta
3722,GF-03723,Resto GrabMantap 3722,Martabak,Makassar
3723,GF-03724,Resto GrabMantap 3723,Ayam Geprek,Makassar
3724,GF-03725,Resto GrabMantap 3724,Martabak,Bogor
3725,GF-03726,Resto GrabMantap 3725,Seafood,Bandung
3726,GF-03727,Resto GrabMantap 3726,Martabak,Bali
3727,GF-03728,Resto GrabMantap 3727,Beverages,Makassar
3728,GF-03729,Resto GrabMantap 3728,Snacks,Bekasi
3729,GF-03730,Resto GrabMantap 3729,Snacks,Medan
3730,GF-03731,Resto GrabMantap 3730,Ayam Geprek,Bandung
3731,GF-03732,Resto GrabMantap 3731,Seafood,Bali
3732,GF-03733,Resto GrabMantap 3732,Fast Food,Depok
3733,GF-03734,Resto GrabMantap 3733,Martabak,Bekasi
3734,GF-03735,Resto GrabMantap 3734,Snacks,Tangerang
3735,GF-03736,Resto GrabMantap 3735,Ayam Geprek,Bekasi
3736,GF-03737,Resto GrabMantap 3736,Martabak,Bogor
3737,GF-03738,Resto GrabMantap 3737,Snacks,Bali
3738,GF-03739,Resto GrabMantap 3738,Fast Food,Makassar
3739,GF-03740,Resto GrabMantap 3739,Fast Food,Bandung
3740,GF-03741,Resto GrabMantap 3740,Beverages,Bandung
3741,GF-03742,Resto GrabMantap 3741,Ayam Geprek,Surabaya
3742,GF-03743,Resto GrabMantap 3742,Seafood,Makassar
3743,GF-03744,Resto GrabMantap 3743,Martabak,Bali
3744,GF-03745,Resto GrabMantap 3744,Martabak,Tangerang
3745,GF-03746,Resto GrabMantap 3745,Snacks,Makassar
3746,GF-03747,Resto GrabMantap 3746,Snacks,Depok
3747,GF-03748,Resto GrabMantap 3747,Snacks,Depok
3748,GF-03749,Resto GrabMantap 3748,Beverages,Bogor
3749,GF-03750,Resto GrabMantap 3749,Fast Food,Jakarta
3750,GF-03751,Resto GrabMantap 3750,Martabak,Surabaya
3751,GF-03752,Resto GrabMantap 3751,Fast Food,Tangerang
3752,GF-03753,Resto GrabMantap 3752,Fast Food,Surabaya
3753,GF-03754,Resto GrabMantap 3753,Seafood,Makassar
3754,GF-03755,Resto GrabMantap 3754,Fast Food,Bali
3755,GF-03756,Resto GrabMantap 3755,Fast Food,Surabaya
3756,GF-03757,Resto GrabMantap 3756,Ayam Geprek,Makassar
3757,GF-03758,Resto GrabMantap 3757,Beverages,Makassar
3758,GF-03759,Resto GrabMantap 3758,Ayam Geprek,Makassar
3759,GF-03760,Resto GrabMantap 3759,Ayam Geprek,Depok
3760,GF-03761,Resto GrabMantap 3760,Beverages,Medan
3761,GF-03762,Resto GrabMantap 3761,Martabak,Surabaya
3762,GF-03763,Resto GrabMantap 3762,Seafood,Bogor
3763,GF-03764,Resto GrabMantap 3763,Fast Food,Bekasi
3764,GF-03765,Resto GrabMantap 3764,Martabak,Bandung
3765,GF-03766,Resto GrabMantap 3765,Snacks,Bogor
3766,GF-03767,Resto GrabMantap 3766,Martabak,Tangerang
3767,GF-03768,Resto GrabMantap 3767,Martabak,Bekasi
3768,GF-03769,Resto GrabMantap 3768,Fast Food,Depok
3769,GF-03770,Resto GrabMantap 3769,Martabak,Depok
3770,GF-03771,Resto GrabMantap 3770,Seafood,Medan
3771,GF-03772,Resto GrabMantap 3771,Beverages,Jakarta
3772,GF-03773,Resto GrabMantap 3772,Snacks,Bogor
3773,GF-03774,Resto GrabMantap 3773,Beverages,Bogor
3774,GF-03775,Resto GrabMantap 3774,Seafood,Bali
3775,GF-03776,Resto GrabMantap 3775,Ayam Geprek,Bekasi
3776,GF-03777,Resto GrabMantap 3776,Beverages,Bekasi
3777,GF-03778,Resto GrabMantap 3777,Beverages,Medan
3778,GF-03779,Resto GrabMantap 3778,Snacks,Depok
3779,GF-03780,Resto GrabMantap 3779,Snacks,Surabaya
3780,GF-03781,Resto GrabMantap 3780,Ayam Geprek,Makassar
3781,GF-03782,Resto GrabMantap 3781,Snacks,Depok
3782,GF-03783,Resto GrabMantap 3782,Beverages,Bogor
3783,GF-03784,Resto GrabMantap 3783,Seafood,Tangerang
3784,GF-03785,Resto GrabMantap 3784,Seafood,Bogor
3785,GF-03786,Resto GrabMantap 3785,Seafood,Bogor
3786,GF-03787,Resto GrabMantap 3786,Seafood,Surabaya
3787,GF-03788,Resto GrabMantap 3787,Martabak,Bali
3788,GF-03789,Resto GrabMantap 3788,Ayam Geprek,Bekasi
3789,GF-03790,Resto GrabMantap 3789,Beverages,Bandung
3790,GF-03791,Resto GrabMantap 3790,Ayam Geprek,Bogor
3791,GF-03792,Resto GrabMantap 3791,Beverages,Makassar
3792,GF-03793,Resto GrabMantap 3792,Martabak,Bandung
3793,GF-03794,Resto GrabMantap 3793,Seafood,Bekasi
3794,GF-03795,Resto GrabMantap 3794,Beverages,Medan
3795,GF-03796,Resto GrabMantap 3795,Snacks,Jakarta
3796,GF-03797,Resto GrabMantap 3796,Ayam Geprek,Depok
3797,GF-03798,Resto GrabMantap 3797,Seafood,Bali
3798,GF-03799,Resto GrabMantap 3798,Beverages,Depok
3799,GF-03800,Resto GrabMantap 3799,Ayam Geprek,Bogor
3800,GF-03801,Resto GrabMantap 3800,Snacks,Jakarta
3801,GF-03802,Resto GrabMantap 3801,Ayam Geprek,Bekasi
3802,GF-03803,Resto GrabMantap 3802,Snacks,Surabaya
3803,GF-03804,Resto GrabMantap 3803,Fast Food,Depok
3804,GF-03805,Resto GrabMantap 3804,Martabak,Makassar
3805,GF-03806,Resto GrabMantap 3805,Martabak,Depok
3806,GF-03807,Resto GrabMantap 3806,Ayam Geprek,Medan
3807,GF-03808,Resto GrabMantap 3807,Seafood,Bekasi
3808,GF-03809,Resto GrabMantap 3808,Fast Food,Bekasi
3809,GF-03810,Resto GrabMantap 3809,Snacks,Tangerang
3810,GF-03811,Resto GrabMantap 3810,Ayam Geprek,Bandung
3811,GF-03812,Resto GrabMantap 3811,Ayam Geprek,Jakarta
3812,GF-03813,Resto GrabMantap 3812,Beverages,Bogor
3813,GF-03814,Resto GrabMantap 3813,Martabak,Tangerang
3814,GF-03815,Resto GrabMantap 3814,Beverages,Bogor
3815,GF-03816,Resto GrabMantap 3815,Ayam Geprek,Bogor
3816,GF-03817,Resto GrabMantap 3816,Martabak,Surabaya
3817,GF-03818,Resto GrabMantap 3817,Snacks,Tangerang
3818,GF-03819,Resto GrabMantap 3818,Seafood,Medan
3819,GF-03820,Resto GrabMantap 3819,Beverages,Bogor
3820,GF-03821,Resto GrabMantap 3820,Martabak,Bandung
3821,GF-03822,Resto GrabMantap 3821,Beverages,Bali
3822,GF-03823,Resto GrabMantap 3822,Ayam Geprek,Depok
3823,GF-03824,Resto GrabMantap 3823,Fast Food,Bali
3824,GF-03825,Resto GrabMantap 3824,Beverages,Bandung
3825,GF-03826,Resto GrabMantap 3825,Beverages,Makassar
3826,GF-03827,Resto GrabMantap 3826,Snacks,Jakarta
3827,GF-03828,Resto GrabMantap 3827,Beverages,Bandung
3828,GF-03829,Resto GrabMantap 3828,Snacks,Surabaya
3829,GF-03830,Resto GrabMantap 3829,Fast Food,Bali
3830,GF-03831,Resto GrabMantap 3830,Fast Food,Bandung
3831,GF-03832,Resto GrabMantap 3831,Martabak,Bekasi
3832,GF-03833,Resto GrabMantap 3832,Seafood,Bogor
3833,GF-03834,Resto GrabMantap 3833,Ayam Geprek,Depok
3834,GF-03835,Resto GrabMantap 3834,Martabak,Bali
3835,GF-03836,Resto GrabMantap 3835,Fast Food,Medan
3836,GF-03837,Resto GrabMantap 3836,Ayam Geprek,Bandung
3837,GF-03838,Resto GrabMantap 3837,Ayam Geprek,Jakarta
3838,GF-03839,Resto GrabMantap 3838,Seafood,Surabaya
3839,GF-03840,Resto GrabMantap 3839,Snacks,Makassar
3840,GF-03841,Resto GrabMantap 3840,Martabak,Bandung
3841,GF-03842,Resto GrabMantap 3841,Martabak,Medan
3842,GF-03843,Resto GrabMantap 3842,Martabak,Surabaya
3843,GF-03844,Resto GrabMantap 3843,Fast Food,Makassar
3844,GF-03845,Resto GrabMantap 3844,Martabak,Medan
3845,GF-03846,Resto GrabMantap 3845,Beverages,Bogor
3846,GF-03847,Resto GrabMantap 3846,Ayam Geprek,Bogor
3847,GF-03848,Resto GrabMantap 3847,Fast Food,Jakarta
3848,GF-03849,Resto GrabMantap 3848,Martabak,Bekasi
3849,GF-03850,Resto GrabMantap 3849,Beverages,Bekasi
3850,GF-03851,Resto GrabMantap 3850,Ayam Geprek,Tangerang
3851,GF-03852,Resto GrabMantap 3851,Snacks,Depok
3852,GF-03853,Resto GrabMantap 3852,Beverages,Tangerang
3853,GF-03854,Resto GrabMantap 3853,Ayam Geprek,Bogor
